,index,0,1,2
3213,5333,ShowtimeWeWiLLRockYou,😑,0.0
3215,5337,aw  but its okay he still gonna look out for me like a good kuya httpstco8xGWTE3Snk,😑,0.0
3216,5343,One loves so much that he cannot forget  https,😑,0.0
3217,5344,RT azieman08 almaa_diaz Im dating the sweetest most caring and loving girlfriend in the world Plus shes incredibly beautiful I love,😑,0.0
3218,5345,sorry I love to complain but these past couple days have been complete shit Im completely annoyed,😑,0.0
3219,5347,MARATHON 5H MTVHottest Fifth Harmony https,😑,0.0
3222,5350,deeCud_ I was so hooked on it I was in love with el titi he was definitely a papi chulo lmaooo,😑,0.0
3223,5352,httpstcoa7hiz05SjA,😑,0.0
3224,5353,RT haileyxtaitano havent had this in a while  httpstco67qW8fjXwi,😑,0.0
3226,5356,Love will make you a better human lust will destroy you,😑,0.0
3228,5364,andy i love you so much and i miss bullying you my smol bean i love seeing your jihan posts and how you,😑,0.0
3229,5365,RT Iifepost you gotta love her on her bad days when she is moody and irritated just as much as you love her when everything is going well,😑,0.0
3230,5366,RT AndreaBruny Omg salice_roseee we love u I cant wait to meet youif that doesnt happen you will forever be in my heart ily https,😑,0.0
3232,5369,RT GroovyBruce Whats not to love about going to SDCC2016 and hanging with these iconic dudes httpstco8Nr1faD728,😑,0.0
3233,5371,Wait i love rise,😑,0.0
3234,5372,NomikiKonst They already lost us The Kaine pick and DNCleak just confirm the party is antiprogressive Love Bernie but JillStein2016,😑,0.0
3235,5373,katyperry i am uncreative and talentless but i love myself is that ok,😑,0.0
3236,5375,RT ayyrian We all deserve someone who can love hard and talk deep,😑,0.0
3238,5378,firstneverfollows,😑,0.0
3241,5386,yayis83600 happy birthday you crazy ass You sure are one big trip and you drive us all crazy but you hold it down and I love you 2 death,😑,0.0
3242,5387,RT ThomasSanders All of you sweet kidlets worrying about me and making sure Im getting enough sleep What did I do to deserve your sweet,😑,0.0
3245,5390,RT jayxroberson Social media ruined yall girls perceptions of what relationships really are httpstco0MkMaNVL2X,😑,0.0
3248,5393,RT 1dasviness THESE BOYS ARE THE EPITOME OF LOVE amp LIGHT amp I OWE EVERYTHING TO THEM THANKYOU FOR EVERYTHING I WILL BE HERE ALWAYS 6Years,😑,0.0
3249,5394,antirevivaIs I love you,😑,0.0
3250,5396,Girls Love Blowjobs  Andi 1 Amateur porn sexy httpstcoxGUUSMUFoh,😑,0.0
3254,5402,RT dobsIey I hope you choke  httpstco02ImfHzbz9,😑,0.0
3255,5407,ShawnMendes LOVE YOU FOREVER,😑,0.0
3257,5409,I love you,😑,0.0
3258,5411,YES PLEASE SEE YOU SOON  your love for jihun is so cute istg AW THANK YOU THANK YOU httpstcoXaKJd3lDTo,😑,0.0
3259,5412,RT _susieem I love my friends,😑,0.0
3260,5413,Thanks for the love pauljoseph_s,😑,0.0
3261,5414,Lia_Susela I love your positive attitude,😑,0.0
3262,5415,Ive just come across Prisma Absolutely love it,😑,0.0
3263,5416,RT anatomyvines Im in love with youIve been in love with you forever httpstcoYLK8Ze9ozM,😑,0.0
3264,5419,I do love his tanned skin so much httpstcoEPVNtXmdGJ,😑,0.0
3266,5421,shanehauser007 Love it Thanks for coming out tonight Great to see you guys,😑,0.0
3268,5427,RT reannajaaay_ neither is love  httpstcoVQKAAXIkxe,😑,0.0
3269,5429,I love httpstcoKKJuP57OJd,😑,0.0
3270,5430,RT 1Dfanacc0unt_ last night I watched 1 hour 5 min of ALL 1ds music videos from WMYBhistory amp I cried a ton i love them so much 6Year,😑,0.0
3271,5431,RT WagAssuming I love you I dont know why I just do,😑,0.0
3272,5432,I love them equally it just depends on which user is cuter,😑,0.0
3273,5433,RT GirlCodeHD During sex I love you is always fun httpstcoCMiEp8XX8d,😑,0.0
3276,5439,when I kissed you I was afraid to loveyou Now that I loveyou Im afraid to lose you  Rene Yasenek,😑,0.0
3277,5441,RT ananavarro Crap We ended up with the wrong billionaire reality TV host  httpstcoLNOZIKXh5Z,😑,0.0
3278,5442,We Found Love MTVHottest Rihanna Drake,😑,0.0
3279,5443,RT babytakeachonce LOVE IS NEVER EVER SIMPLE,😑,0.0
3280,5447,n the 2 foolish boys be shking hands,😑,0.0
3281,5459,RT dennisdire I love the Internet  httpstcoTNXyi3bJJ0,😑,0.0
3283,5471,RT StarkWyatt OhVibesOh Thanks man much love thanks for being an awesome entertainer,😑,0.0
3284,5480,GiveItSomeHart Do you love growth hacking Were giving away growth hacks and tips for free httpstcoGfXeu3oBNa,😑,0.0
3285,5483,i love these evenings when i meet him and hold his hands and we talk about books and stars and everything just feels beautiful,😑,0.0
3286,5494,RT pauljasonklein everyone loves you but i love you the most,😑,0.0
3287,5514,nothing can take me from your great love,😑,0.0
3288,5515,NowPlaying Pantera  This Love  Tune In httpstco2Kjd5MJjU6,😑,0.0
3290,5522,RT BlueeSoull You cant buy love in your life but you might have to heavily pay for it,😑,0.0
3291,5524,I love cody christian he can punch me in the throat,😑,0.0
3292,5525,nude blonde hot nibblz flavor of love nude httpstcoVA7DITi4Ul,😑,0.0
3293,5527,RT twinkhoran I LOVE THE BOYS SO MUCH WHAT THE FHVJ,😑,0.0
3294,5529,JaseRicho ajbloodstock GatorGately  love that you blokes have a great sense of humour wellplayedamy giddyup,😑,0.0
3296,5531,RT BrysonTlIIer I got mad love for you,😑,0.0
3297,5532,RT reesemartinez33 domifreak405 youre amazing and I love you,😑,0.0
3298,5541,127122,😑,0.0
3299,5543,perfect love casts out fear,😑,0.0
3300,5544,I lovehate that my mama be having so much food in the house I be eating stuff just cause its there,😑,0.0
3302,5546,RT LexiMora_ I just fell in love,😑,0.0
3303,5547,beyxzjm THANK YOU SO MUCH FI I LOVE YOU,😑,0.0
3304,5551,It pains u to see the person u love happy with someone else but it is equally painful to know that the person u love is not happy with u,😑,0.0
3305,5552,RT Marlenemtz00 i hate u i love u,😑,0.0
3306,5553,RT cantlovelidia Please please please dont forget to tell the people you love that you love them sometimes all thats needed is a remin,😑,0.0
3307,5556,We love life not because we are used to living but because we are used to loving,😑,0.0
3309,5559,MaiTheKat Neptunia is waifu trash game with waifu whores The Yuri is fake they love cock even RED It might work if you play Neptunia,😑,0.0
3310,5560,katyperry pacifyher PACIFY HER SHES GETTING ON MY NERVES YOU DONT LOVE HER STOP LYING WITH THOSE WORDS,😑,0.0
3311,5567, and lets meet sa famday,😑,0.0
3312,5568,Batch love team6p nighshiftcrew nightshiftnurses ccu nccu endofshift  St Lukes Medical httpstcolmuj7FmPzw,😑,0.0
3313,5571,Imagine thinking this httpstcoGjlHDyV5WR,😑,0.0
3314,5577,Borrelljr httpstco,😑,0.0
3315,5578,mehahahak with lenses XP httpstcoNGe4EgOL5X,😑,0.0
3316,5579,RT christoferdrew Raise ur vibe 2 love 4 all,😑,0.0
3317,5583,6YearsOfOneDirection I honestly dont know where to start You boys have all done so much for me and i thank you all I love you guys so,😑,0.0
3319,5586,Gavin_McInnes Sorry it doesnt fit your narrative but the shooter was a German youth with a strong faith Only LOVE can defeat terrorism,😑,0.0
3320,5588,RT alexaiono BRAND NEW VIDEO ADELE SEND MY LOVE COVER httpstcoOqfY2qfwcH,😑,0.0
3321,5589,RT hoodaffairz 53 Eve  Love is Blind httpstcozldotIUxEV,😑,0.0
3322,5590,iv never played sonic riders but i love her httpstcoAo9JMoc1Gk,😑,0.0
3324,5596,Missing you so hurt  but we always support you until you come back again  we love you OneDirection 6YearsOfOneDirection,😑,0.0
3325,5597,This was after WizKid gave away his plaid shirt to a fan in the crowd I love u my brother he said Wiz was  httpstcoIOOyyJbPWi,😑,0.0
3327,5599,Man I love my bed,😑,0.0
3328,5600,katyperry i love this song,😑,0.0
3329,5602,There might be things more terrible even than losing someone you love by death  CS Lewis,😑,0.0
3331,5604,ayebral i love you more,😑,0.0
3332,5605,Love candles Enter to win a diamondcandle of choice at budgetearth httpstcosFISqG4QGG,😑,0.0
3333,5607,Wakaa The Musical  Is the FIRST Nigerian musical httpstcoRLZQBda3zA,😑,0.0
3334,5608,My sweet husband w 9 of our 10 grandkids I love being a Grandmother its GRAND Ohana httpstconSoisrQPUy,😑,0.0
3335,5609,I love tiny plastic realistic food magnets I dont know why Theyre hilarious AmyLee quotes httpstcoJ9C9dWjeYB,😑,0.0
3336,5610,sucre dorge mounabougrini Love is a mutual selfgiving which ends in selfrecovery httpstcoSHKAbqsXYR,😑,0.0
3337,5611,So on point StephenAtHome JonStewart amazing lumpyandfriends RNCinCLE Hypocrisy  httpstcoAgWNJ4dhXL,😑,0.0
3338,5612,I love shopping sprees  Check out my latest purchase from Stardoll Basic Byzantium Ballet Flats httpstco2gakUmbJMM,😑,0.0
3339,5613,RT harrysmagnific louis_tomlinson I love you today tomorrow I will love you forever please follow me  httpstco45Cs5lf3o7,😑,0.0
3340,5614,RT illegallyirwin i love ashton so much i would literally give anything to be able to sit down and have a formal conversation with him,😑,0.0
3341,5615,RT NiallOfficial Thank you lads weve had a great time so far you are family to me now  not just band mates  Love you httptcoIdU,😑,0.0
3342,5616,RT asdfghjklnadine i love it when people notice little things about me or remember things ive said from months ago it makes me like I ac,😑,0.0
3343,5617,RT 1future Make sure u love yoself 1st,😑,0.0
3345,5620,RT JakeTAustin I love my TV Mama TeriPolo1 TheFosters httptcorXpyeZ5MzG,😑,0.0
3346,5625,hamilton PrinceGeorge https,😑,0.0
3347,5627,MARATHON 5H MTVHottest Fifth Harmony httpstcoJ7Qfx3J5tw,😑,0.0
3348,5628,However far away I will always love you However long I stay I will always love you Whatever words I say I will always love you,😑,0.0
3349,5629,my heart yearns for you  httpstcoHeNaaQ5gbC,😑,0.0
3350,5630,beccaburrows1 Thankyou babe Love you lots,😑,0.0
3351,5632,KapilSharmaK9  preeti_simoes neetisimoes Good Morning Love,😑,0.0
3352,5634,iTstatianaM I LOVE MR PEABODY AND SHERMAN,😑,0.0
3353,5636,eman_bruh love that song,😑,0.0
3354,5639,RT tiamarriee you cant expect someone to drop feelings so quick for another person they truly love after being in a long relationship,😑,0.0
3355,5640,Stop being concerned with being good and start being concerned with being better I love you sm MattMcGorry keep being a perfect cuck,😑,0.0
3356,5643,I love everybody,😑,0.0
3358,5645,Im in love with you neri,😑,0.0
3359,5646,love yourself always,😑,0.0
3360,5648,RT yaldahxo Love the idea of socializing for about 8 minutes a day then being left alone for the rest,😑,0.0
3362,5658,RT jiminspired i love cute and giggly happy jimin what about you httpstcoZq6nblHeBP,😑,0.0
3363,5659,RT daggertattooH I love you httpstconCgpetjFrL,😑,0.0
3364,5660,Now you coming back second chance fuck all that You gave her what we had And yet still theres no love loss here,😑,0.0
3365,5661,RT DiannaBellerose Watch on Periscope Love Verses Violence httpstcoLX9PuEYUFt books ASMSG DiannaBellerose Tammysdragonfly mja,😑,0.0
3366,5668,RT explicapll  protect sasha pieterse at all costs  We Love You Sasha httpstcoVFJIkDOPSQ,😑,0.0
3367,5669,Well said  httpstcoGPizACsE4i,😑,0.0
3368,5670,I love SAPPORO Orchestra httpstcoTuG7bGj93A,😑,0.0
3370,5672,RT Drizzy if you claim you love someone but keep leaving when things gets rough thats not love,😑,0.0
3371,5673,Love my lil brother cause he always keep it real wit me,😑,0.0
3373,5675,RT sammysaywhatt Happy birthday duh Going to miss you while youre away love you and I hope you have an amazing sweet 16  httpst,😑,0.0
3374,5676,RT _addictofhxrry Thank you for everything for giving me so many memories friends and a family Love you boys 6YearsOfOneDirection http,😑,0.0
3375,5682,3 i neve,😑,0.0
3376,5684,RT makeupidoI Too Faced Love Flush Blush httpstco8Alrv3ZAQT,😑,0.0
3378,5686,RT ooohkarluuuh being in love is such a beautiful thing amp even tho its not an easy thing I cant wait to experience that again one day,😑,0.0
3379,5687,I really wanna love somebody,😑,0.0
3381,5689,RT lawrence_abath1 Type LOVE  httpstcoMcbPtdIIFp,😑,0.0
3382,5694,RT screenjunkies Thank you to everyone who showed up to our SDCC panel Packed house You showed us the love Thank you all httpst,😑,0.0
3383,5700,Ummmmmmmaaaaaaaaa httpstcohNIrcS7As8,😑,0.0
3384,5702,Twin book twinfactoryuk home minimal minimalism love books igbooks bookstagram httpstcohlu0cQyf1H,😑,0.0
3385,5709,RT LLMusicRadio Ladies Luv Music Radio Inspire Motivate PositiveEnegry LadiesLuvMusic LLMusicRadio Love MentalHealthAwareness http,😑,0.0
3386,5710,Let this mind true pure holy love mercy giving be in you which was also in Christ Jesus,😑,0.0
3387,5711,RT Iifepost fall in love with somebody who will never let you go to sleep wondering if you still matter,😑,0.0
3388,5712,RT ProjetoF5H Retweet if you love Ally Brooke WeLuvAllyB MTVHottest Fifth Harmony httpstcoLSzvvwyAky,😑,0.0
3389,5713,Come follow us amp show some love,😑,0.0
3390,5715,troyesivan Wild Music Video is absolutely youre best music video so far I love you so much Youre my idol and my inspiration everyday,😑,0.0
3391,5716,RT andtobeinlove I hada fucking heart attack k httpstcogA1lUN9tmh,😑,0.0
3392,5717,LOVE FOREVER httpstcokQbfk6QRNE,😑,0.0
3393,5728,x483,😑,0.0
3394,5729,RT 1DPhil_AD Happy 6 years lads onedirection we willbe here no matter what We love you x   6YearsOfOneDirection httpstco2AHHTE56,😑,0.0
3395,5730,katyperry if you give me a little love maybe you can change my night,😑,0.0
3397,5732,Love this Its a cult  because they dont agree with us when we argue httpstcoUHFOikVcZF,😑,0.0
3398,5733,I love the detail of keito mask httpstcoShGIzWGdnL,😑,0.0
3399,5735,Love yall httpstco6QYMLVzFD0,😑,0.0
3400,5737,Yea but you arent here to help me,😑,0.0
3401,5738,RT zaynmalik Throwback to the old days  Miss and love you all X httpstcoxbyAl7pSrF,😑,0.0
3402,5740,as they grow older minzy,😑,0.0
3404,5744,I love the detail of keito mask httpstcosQdtO3kjEq,😑,0.0
3406,5746,httpstco8PAedBAmkH is precious and yours will be to the next person So dont give up Dont lose hope AdamandEveRecap,😑,0.0
3408,5749,RT DiyMakeupx Natural look for everyday using the NAKED Basic palette by Urban Decay I use this almost everyday ampamp love it  https,😑,0.0
3409,5750,Im earning mPLUSRewards in Daily Love httpstcouA97BaC6UD,😑,0.0
3410,5751,RT holtobrev happy birthday to uhappy birthday to uhappy birthday to u  youre exceptional stay as you are have fun love u https,😑,0.0
3411,5752,I love astridsofficial,😑,0.0
3413,5754,RoxannePallett Would love to do an interview with you one Sunday after 3pm for my Radio Saltire Movie Show when you free Xx,😑,0.0
3414,5755,If it doesnt last it wasnt love  httpstcoHz7PdI1uXF,😑,0.0
3415,5756,RT zmfenty zaynmalik guess a lot of people love your album  MTVHottest ZAYN httpstcoBt7ZIEaUII,😑,0.0
3416,5761,Irish Village would like to spread the love and good fortune by bringing to you the Luck O Irish hour  httpstcoXraZ1nwqAK,😑,0.0
3420,5767,6YearsOfOneDirection httpstcowLbnWN9hui,😑,0.0
3422,5769,At the end of the day love is all we got,😑,0.0
3423,5770,Come back and love me That is an order from the President MsO_Pope,😑,0.0
3424,5771,Is it ya rectum httpstcowWmqnLV7LV,😑,0.0
3425,5772,RT awryaditi Watching Britney Spears grow up on TV taught me more about love than I have learned in my entire living life,😑,0.0
3426,5773,gn i hope youre all safe n healthy  i love dan and phil selena and tyler n josh,😑,0.0
3427,5774,RT trvvpn That I need you and you know you need me too so stop playin type of love gtgtgt httpstco1sQ8DflMzj,😑,0.0
3428,5775,Love getting introduced to new music,😑,0.0
3429,5776,I know I already sent you a big paragraph but happy birthday smol greenbean I love you httpstcooj0l92IYsq,😑,0.0
3430,5777,Happy birthday baby girl love you so much hope you have a turnt ass day miss you sm Have fun today KlarisssaK,😑,0.0
3431,5778,RT ninaddict Words cant express how much I love this girlss squad httpstcoRmTzsLVeCq,😑,0.0
3432,5779,at the end of the day she knows how much I love her everything should be ok,😑,0.0
3433,5780,Ballerina with such a pretty pretty cute OhMelissaMoore oh yes i love to shake my legs with her httpstco9DzlhaQJYN,😑,0.0
3434,5782,and im sick aflove life,😑,0.0
3435,5783,babymomma babymomma  i trusted you  it was so good i left it in when i made love to you,😑,0.0
3436,5784,This song is one of my favorites  httpstcoWmk4mwaj1r,😑,0.0
3438,5789,Celebrity Love AUTHENTIC Adidas Yeezy Boost 350 Pirate BLACK W RECEIPT httpstcoQak7hX7dFI Shoes httpstcoiXPDV77pEY,😑,0.0
3440,5791,im gna be inactive today bc flying home but i love you all lots xoxo,😑,0.0
3441,5792,Love Me Like You by Little Mix  httpstcop4oY4FAovi,😑,0.0
3442,5793,Love Shoe AUTHENTIC Adidas YEEZY Boost 350 Pirate BLACK W RECEIPT SIZE 9 DS httpstcofz4ykWllk8 Yeezy httpstcoLiMTT290Cd,😑,0.0
3443,5794,RT Adal__ OscarAdamx True Life  I love you,😑,0.0
3444,5807,Because Ive always been afraid to fall in love because theres something about falling that just doesnt sound worth it,😑,0.0
3445,5808,I love his outfit here  httpstco0O3VsdOReE,😑,0.0
3446,5809,Girls on Periods Im fine I hate you I love you I want ice cream Come here Get away Youre cute Fuck off Fuck that Fuck this,😑,0.0
3448,5812,I love that little twirl Sonic does at the end of the Sonic Mania trailer So pure н,😑,0.0
3449,5813,HungryLionZM is really the love of my life,😑,0.0
3450,5814,henryandfriends I love your positive attitude henry It helps us all feel better about the world,😑,0.0
3452,5817,Radley Watches have just arrived in store and we just love them Perfect summer accessory ranging from 50  135,😑,0.0
3453,5834,RT quavowaveyy At the end of the day you gotta love yourself,😑,0.0
3454,5835,RT bbylaani selflove is the most important kinda love yall dont be lettin people disrespect you and most importantly dont be disrespe,😑,0.0
3456,5837,True enough Still love Mariah httpstcozFZ1ZFebDN,😑,0.0
3457,5838,RT xbrendamariex gretellvaldesss love u more,😑,0.0
3458,5843,It takes hell load of courage to admit that nobody has damagedruined Pakistan more then Pakistanis themselves httpstcoz9vY1Ky3bO,😑,0.0
3459,5847,Directioners https,😑,0.0
3460,5851,i still love you,😑,0.0
3461,5852,Eva343434 love them,😑,0.0
3462,5857,Him,😑,0.0
3463,5864,RT WeeklyChris Life is all about what you love the moments you enjoy and the smiles you bring to the people around you,😑,0.0
3464,5865,And then helped you all commit various genocides Wow You really are a completely fucked up people httpstcowdPLe6v9lr,😑,0.0
3466,5868,RT rainymondays If u break someones heart or done them wrong amp they still talk to u with the same excitement and respect honestly they,😑,0.0
3467,5869,katyperry Do you love durian I want oone every single day,😑,0.0
3469,5871,CelineDion Music Celine Dion  All The Way A Decade Of Song  Japan ver httpstco3HcEoif1qW Love Deal httpstcoozcVYNwNQZ  TFB,😑,0.0
3470,5872,Instagram Love instagram httpstcoHy7vIglDeI,😑,0.0
3471,5873,Preview Inglot Fall In Love Collection httpstcoUW4eLDE4Jq httpstcoqAJEwyvNp4,😑,0.0
3472,5874,Love Within yourself acourseinmiracles love humility teachability openmind truth httpstcoFdTUBoiPkH,😑,0.0
3473,5875,i finally reached 4k thanks so much babies i love you all,😑,0.0
3474,5877,thaniarojas_ Thank you so much sandia I love you a lot too,😑,0.0
3475,5878,Just by say I love you,😑,0.0
3477,5880,RT LaurenJauregui Thank you SonyNZ for your hospitality and love and thank you to all the fans who brought us over here I had a beautifu,😑,0.0
3478,5881,maheshk51086726 ApTg day 1 kabali gross approx 14cr  share 92Cr  Fig shows how much we love Rajini,😑,0.0
3481,5884,passionately lip syncs to Somebody to Love by Queen at 1 am,😑,0.0
3482,5885,RT Country_Voices If you think that you still love me put it on a shelf if youre looking for someone make it someone else Kacey Musg,😑,0.0
3483,5887,I love taytay from the bae bae,😑,0.0
3484,5888,Social Networks vs User Acquisition  or  How I Learned To Love Email and SMS httpstco9SxQe4oXzg httpstcosdnuRd1eAD,😑,0.0
3485,5889,RT mewism92 Keep calm and love Minhyuk  httpstcopQkDdP5jfO,😑,0.0
3486,5890,Mmm I love the stench of Martins in the morning,😑,0.0
3488,5892,RT princeSNP Jabu and Zama is the new version of Thandeka and Sbu Finding love from taxi war Isibaya,😑,0.0
3490,5894,just know if u feel smothered paranoid annoyed or drained almost constantly by ur significant other its not real true love AT ALL,😑,0.0
3491,5895,violette_tm i love you,😑,0.0
3492,5896,Love Appreciate the post httpstcodlZqXhpeWn,😑,0.0
3494,5898,Someone tell me that they love me cause no one has in a while,😑,0.0
3495,5899,Selena Gomez amp The Scene  Love You Like A Love Song httpstcoJUu3wbNcvD,😑,0.0
3496,5903,GraysonDolan EthanDolan ABitOfCalvin httpstco8oEVFc4ydh,😑,0.0
3497,5906,AnnapurnaCircuitTrek manang nepalNow BeautifulNepal httpstco10pJQ3iiIO,😑,0.0
3498,5907,I love where the state of YouTube is at rn especially with quality content like this coming out httpstcoCidFQcsFS9,😑,0.0
3499,5908,I love this bitch katyperry,😑,0.0
3500,5909,I heard Alex Rodriguez could be released from the Yankees if that happens I would love to see him back with the Mariners the team drafted,😑,0.0
3501,5910,someone httpstcolOCmyI9Om2,😑,0.0
3503,5914,RT AmazngDeals FREE on Amazon PRIME  ZANDROS IN LOVE  Romance and intrigue in the world of highstakes poker httpstcoMb0B0GmESk,😑,0.0
3505,5918,AlexaTomasX i love you lt3 pls rtfav httpstco3FMD7qTbkV,😑,0.0
3506,5921,Hopefully the new Blair witch film doesnt shit all over the original I love that film,😑,0.0
3507,5922,tropicaljuarez I literally love you so FRICKING much,😑,0.0
3508,5930,127123,😑,0.0
3510,5932,RT JASMINEllV i love myself,😑,0.0
3511,5933,My grandma is in love with Harry_Styles,😑,0.0
3512,5934,I dont understand how guys throw around the words I love you like they mean nothing,😑,0.0
3514,5936,goodnight i love calum so so much i hope he knows it and monica,😑,0.0
3515,5937,RT Bertha_Barcenas I love people who can make me laugh,😑,0.0
3517,5939,Come in and show this girl some love  Ms_MeLoOniE  httpstco2hXq8z1403,😑,0.0
3518,5940,lisaponyexpress lola_0417 ShaiLibra17 Sportsgirl711 GarzaDolphin7 ceemzee gn sis Lisa habn GBY much love everyone,😑,0.0
3519,5944,MTVHottest Ariana Grande httpstcoBLhTgqTblM,😑,0.0
3520,5965,i always end up thinking about zayn whenever i hear summer love,😑,0.0
3521,5966,But she doesnt want me she doesnt love me and I cant do anything about it,😑,0.0
3524,5973,ALDUBSuperMA httpstcoOFEx7oZbDw,😑,0.0
3526,5976,RT joanneprada I love personality tests httpstcoi42Pl68sW6,😑,0.0
3527,5977,RT DaaD01  I love my eyes when you look into them I love my heart when you touch it I love my life when you are in it  httpstco,😑,0.0
3528,5980,QueenHwasaDay httpstconKrgseXGzY,😑,0.0
3529,5982,RT NICKIMINAJo_0 I love you means that I will love you and stand by you even through the worst of times,😑,0.0
3530,5984,I simply love sucking my hubbys swollen dick in front of a camera httpstcouYXNx0D31a,😑,0.0
3531,5986,troyesivan this makes me so happy this video is so cute I love u so much my sweetie,😑,0.0
3533,5991,FUCK  httpstcowHQee3P6Ag,😑,0.0
3534,5992,NiallOfficial Happy 6th anniversary to1D for completing 6 years of wonderful musical journeycant wait for you all to come back love u all,😑,0.0
3535,5993,RT mynamesdiana i just got my period thank u God for this blessing I love you,😑,0.0
3536,5998,RT jackantonoff if you love ween and neil diamond and ur on drugs youll love cats the musical,😑,0.0
3537,6001,6YearsOfOneDirection 6YearsAndStil,😑,0.0
3538,6003,MARATHON 5H MTVHottest Fifth Harmony httpstco41gkc0Apot,😑,0.0
3539,6004,RT theodorabIe I dont make love to you because I want a baby I want a baby because I love you BITCCCCCHHHHHHHHHH,😑,0.0
3540,6006,Its been 6 years since these 4 guys become my favorite band  I love u guys  6yearsof1D httpstcomuMAa1IMRg,😑,0.0
3541,6008,choke me daddy httpstcoZaPVpIc05F,😑,0.0
3542,6009,i love steffan so so so so much,😑,0.0
3543,6016,RT ShraddhaKapoor Happy birthday rockstar girl priyankachopra Youre making us all so proudKeep shining amp being your amazing httpst,😑,0.0
3545,6019,big attack of Emo  love that time when cars were car and Drivers was with a big D httpstcoSWfUbd74mF,😑,0.0
3548,6022,i love how i say i am going to sleep but yet Im wide awake,😑,0.0
3550,6031,RT beng1105rmrb MackyMegs baby01003 gharpoon EsmieCruz lani_pasco analalusin lace_tess mssalamat68 likewise megs love u ALDUB,😑,0.0
3551,6033,HAPPY HAPPY BIRTHDAY FRETCHIE Love amp Miss you I will see you soon httpstcoElFZCu3dXg,😑,0.0
3552,6034,This isnt my life I love sleeping so I am highly frustrated right now Lol,😑,0.0
3553,6035,RT DroddyKhloe it hurts seeing someone you love change when its not for the better,😑,0.0
3554,6038,RT Isbbaa Dont introduce me to your parents unless you plan on marrying me bc theyre going to love me amp ask about me for the rest of yo,😑,0.0
3555,6044,Thanks,😑,0.0
3557,6054,hi MisterPreda i love you a whole lot and i hope that even though its really hot in cali that you have a really good night and sleep well,😑,0.0
3559,6058,RT exoytcomments baekhyun oppa please having a rest i love your face so take care it please,😑,0.0
3560,6059,RT yupitsnicole why man  httpstcohYOrXKB7Mk,😑,0.0
3561,6060,RT livalean i love a who you talkin to ass niggagtgtgt,😑,0.0
3562,6066,RT kvttycat I cant even explain how much I love you,😑,0.0
3563,6067,i love you  httpstcoxH3TGM7yCA,😑,0.0
3565,6071,NP SHARE kigtv djnightcrawler Delfonics The  LaLa Means I Love You httpstcoGOfpw8dY3e,😑,0.0
3566,6073, h_quaresma93 welfareaimofmsg Raciallotion httpstcoQ,😑,0.0
3567,6078,Cook recipes for your kids and make them happy they all gonna love it httpstco2TDHXinZbq,😑,0.0
3568,6079,I always love lucaya but darling joshaya IS FUCKING GOAAALS but i dont really like rucas riakle is betterI WANT A JOSHAYA KISS LIKE NOW,😑,0.0
3569,6090,x484,😑,0.0
3570,6094,RT KamiReiger Boating  Lake Mead amp walking the strip love me some fun in Vegas httpstcobZJJeq6rTX,😑,0.0
3571,6102,summer summerinthecity berlin squad bffs mitte httpstcoLEUxJLfSA9,😑,0.0
3572,6103,RT cayleekalhoon I love photography because there are no rules or limits,😑,0.0
3573,6107,orignal cr 960201moment httpstco9KKSSB608L,😑,0.0
3574,6108,I love beauty and the beast,😑,0.0
3575,6114,okayasshole I LOVE YOU MORE BEAUTIFUL,😑,0.0
3578,6120,RT yourenotmendes HIS ARMS man Im a kid in love wowza httpstcouUddNueNqz,😑,0.0
3579,6121,today is my birthday I would be very happy if you greet me I love you  danieljgillies,😑,0.0
3580,6123,danimarroquin99 okay but I ha e to read first I love books,😑,0.0
3582,6125,RT Perfectllysaid Dear crush fall in love with me,😑,0.0
3583,6127,NayasDimples I know omfg I love it lmfao,😑,0.0
3584,6128,RT iamKennyHolland My guy sammywilk killed it tonight Mad respect One love,😑,0.0
3586,6130,I love to lightly bully Lexi,😑,0.0
3588,6133,RT AllisonMooreXXX Love his girl alexisamore  Burbank Bar amp Grille httpstconr58JaAjCR,😑,0.0
3591,6137,MTVHottest Justin Bieber,😑,0.0
3592,6138,Whoever asked me on CuriousCat how and when Luna and Ginny fell in love DM me and Ill finish it when I come back from camping in a week,😑,0.0
3593,6139,RT Ruurryx Im not the girl you would like to love never,😑,0.0
3594,6141,bag ralphlauren httpstcoKlWi1QbJ3n,😑,0.0
3595,6144,MARATHON 5H MTVHottest Fifth Harmony httpstcoTB0gUsbX47,😑,0.0
3596,6145,feet sex galleries teens love fuck httpstcoRv0tcVzMWH,😑,0.0
3597,6146,RT newtthebeaut TempestuousTroy I was I love with Marina in the 60s when I was a kid Id still do her now tbh,😑,0.0
3598,6147,RT Quote_Soup Love is always a demonstration  not just a set of words or a feeling,😑,0.0
3599,6151,CharmingFervent gt to love and care for her through all times A laugh fell from er lips when he teased her nodding her head a few times gt,😑,0.0
3600,6153,I worship impersonal Nature which is neither good or bad and who knows neither love nor h SavitriDevi quote httpstcoIHWfQskMfj,😑,0.0
3601,6154,NiallOfficial i said it a million times but I love you and thank you for being my hero httpstcolMaHF4Llkk,😑,0.0
3602,6155,Love shit like this  httpstcowPwhT66Cs3,😑,0.0
3603,6156,RT jezzabeI Id love to tell you how I feel  but Id look crazy,😑,0.0
