,index,0,1,2
630,973,RT Iunacy i cant wait to find someone wholl love me just as much as ill love them because its tiring loving someone who doesnt feel,😑,0.0
631,974,Love  Trust  Honesty  Long Lasting Relationship,😑,0.0
632,975,RT simplynessa15 Relationship goal find someone who will love me like Calvin loves LOHANTHONY,😑,0.0
633,977,BrainlessMuzzos ofcourse I love Atatürk He saved our lives When english and Avustralian people came anatolia he said Independence or death,😑,0.0
634,978,RT pattiemallette Empathy first Love is more important than being right Shame doesnt help anyone LoveWins,😑,0.0
635,979,RT Suriya_offl Thank you lovely people for the messages prayerswelfare activitiesblood donations making the day so special Love yo,😑,0.0
636,980,niggas love you but entertain hoes,😑,0.0
637,981,RT Calvinn_Hobbes Young love httpstcoMLV9dxdZDt,😑,0.0
638,982,sumermarix HAPPY BIRTHDAY LOVE AND MISS YOU,😑,0.0
640,991, Akinnj sdcc2016 Raciallotion httpstco2uIFzm7qcZ,😑,0.0
643,994,How one journalist found her voice her calling and love in Tahrir Square  httpstcoHmQ8Td039H httpstcoDuGp0xg1Rr,😑,0.0
644,995,aljvecth michael must love Calums cheeks,😑,0.0
645,997,RT Mister_Patama Love isnt supposed to be easy it is supposed to be worth it,😑,0.0
646,998,RT yesitsDebbie And well build this love from the ground up,😑,0.0
647,1000,RT etlLauren Great job pinch_of_curry I love the ideas you have for 1042 You make me a proud mentor  httpstcotZqxQ5ryyG,😑,0.0
649,1005,Hint Same answer for both questions httpstcoEGMfNr,😑,0.0
650,1007,RT bonesssx Love how happy MrRickyWhittle looks  SDCC AmericanGods httpstcoixxMhEfXQS,😑,0.0
652,1009,NiallOfficial FOLLOW ME NIALL  I LOVE YOU,😑,0.0
653,1012,I still love yall man I be grinding,😑,0.0
654,1013,I LOVE MY FRIENDS,😑,0.0
655,1014,RT Gennbunn_ were not broken just bent and we can learn to love again,😑,0.0
656,1015,euniceyzy people that maggots love so that those maggots can decompose their bones,😑,0.0
657,1019,RT _dnaloR I want somebody I can fall in love with,😑,0.0
658,1020,RT dkennedy13 I cannot relate  httpstcotxOLWU9cTq,😑,0.0
659,1021,I love my friends,😑,0.0
661,1025,How can ppl fall in love again,😑,0.0
663,1027,Fuck me if it wasnt my my family But thats how it goes I love my family they hate me now and wont sign,😑,0.0
664,1028,I always love to search for old Romance and Horror books The cheesy subject matter make me love httpstcoekfUxM6oJE,😑,0.0
665,1029,RT WeNeedFeminlsm I LOVE THIS httpstcoxLaj9QV9HI,😑,0.0
666,1030,RT ArianaGrande thank you babes for remembering this day and for all of your love my grandps presence has never felt stronger hes gui,😑,0.0
667,1031,What I love wearing whenever Im around with my darkimoo he blushes DaddyDarkimoo_ httpstcoCOYc6AVPxc,😑,0.0
668,1032,RT xhaneysarafinax i find it sad when others dont realize how much i love them,😑,0.0
669,1033,brettmarr2 MeganItRain_10 Im just trying to throw my friend some love httpstcouuifPr7T3b,😑,0.0
670,1034,RT NewYorker Alma Thomas didnt change art history but she gave it a twist that merits attention and something very like love httpst,😑,0.0
671,1041,ego 1 vs love 0,😑,0.0
672,1042,RT exoytcomments I love baekhyun even though hes a furry we can be Furries together furry love,😑,0.0
673,1043,I love him so much He just wants his family to be successful and happy Theres so much pressure on his shoulders and he loves producing,😑,0.0
674,1044,I love how when pearl says its over isnt it that it can be interpreted as her allowing herself to come to this realization or her,😑,0.0
675,1045,DeebikaMaali ashish30sharma Love does not end if the heart beats honestly,😑,0.0
676,1046,RT _Madelynlopez Happy birthday to my fav  I love you so much  selenagomez httpstcokHC4rkGjoM,😑,0.0
677,1047,love RADWIMPS笑,😑,0.0
678,1048,polarizdun same here  cause i mean youre nice and i love you,😑,0.0
679,1049,RT uItsyoongi This is a lie she has not slept in almost 24 hours httpstcos2G6a8mxR1,😑,0.0
680,1050,That was the worst call Id ever gotten in life but I was there at every step It wasnt the prettiest picture but love conquers all,😑,0.0
681,1051,RT laineyyyy__ if white people could just love black people just as much as they love our culture amp ideas,😑,0.0
682,1052,My girl crazy as fuck I love her,😑,0.0
683,1054,I LOVE DRAWFEE SO MUCH httpstcoKEUoxX1nfi,😑,0.0
685,1059,Nailed it httpstcob0Ht5JH0pL,😑,0.0
687,1061,RT Saying4Female love them httpstcosmHqYckOaL,😑,0.0
688,1062,Samanthaprabhu2            i love u samantha8amp,😑,0.0
689,1063,guys I fucking love Alivia I just Im emo AliviaIslas ilysm lil sis,😑,0.0
690,1064,Love meeting new people,😑,0.0
691,1065,I would but I dont want to get involved  I love staying out the way  Minding my business  All about me,😑,0.0
692,1067,o ha i love death 1028390 httpstcozLAG29tCCH,😑,0.0
693,1068,I love you  Lehigh University httpstcoU9nfmOpv6D,😑,0.0
694,1069,ILL FIGHT FOR MY LOVE httpstcoWZfvrr4wMp,😑,0.0
696,1071,RT radastrology our Signs kind of Love httpstco7RUqg9i2EV,😑,0.0
698,1078,httpstcoi5ephwJuex httpstcoBqehefZL9K,😑,0.0
699,1079,Just binge watched the entire first season of Limitless I loved the movie and I fell in love with the show Needs a second season Or more,😑,0.0
700,1080,RT gelwizzle as long as I live httpstco79IadwV3CE,😑,0.0
701,1081,Love fades,😑,0.0
702,1082,I love Billy Currington so much httpstcoWJUhpb9joh,😑,0.0
703,1083,IALMSOT CRIED FUCKNOFF httpstcoqx65BwUDAi,😑,0.0
704,1089,our home 6YearsOfOneDirection httpst,😑,0.0
705,1090,Happy birthday butters I hope you spark it up for me love ya  amp miss ya sweetie pie have a great day httpstco5FPidsjjJc,😑,0.0
706,1091,KerryKatona7 _DanielleBrown Champagnecharl3 mayazaremba omg hahahaha love u fucking more now lets just fucking date hahaha xxx,😑,0.0
707,1093,RT Shilaamzah Im honestly lucky to have a bff n love ones that knows me better than anybody else n has went through hell amp back with me,😑,0.0
708,1094,RT _badg4lririh Fool In Love MTVHottest Rihanna,😑,0.0
709,1096,RT deprive Teach the youth to love at a young age and save the world,😑,0.0
710,1100,2 Keep your morals consistent,😑,0.0
711,1103,kyungsoo httpstcoMLjExNX5LL,😑,0.0
712,1107,httpstco9isUp59WvK,😑,0.0
713,1109,me sees baekhyuns httpstcoOo99MXuuhO,😑,0.0
714,1110,when Im in love youll know,😑,0.0
716,1112,Woke to this tune Kojo lilkeshofficial  Prod by youngjonn Love this SongMr Me Yagi did httpstcoIEyYJjSRmC,😑,0.0
718,1115, JRene86 dulcemaria Raciallotion httpstcokMG2oQRhWC,😑,0.0
719,1116,i lOVE THEM SO MUCH httpstcoX1jLt6mfrP,😑,0.0
720,1117,peace love tj hammond,😑,0.0
722,1119,RT music_you2016 Ellie Goulding  Love Me Like You Do Official Video httpstcouLqfn8ybbN 洋楽,😑,0.0
723,1120,6YearsOfOneDirection very proud of you four boys we dont deserve all the love you give us but you deserve the world even the band ty,😑,0.0
725,1123,RT ThingsDrakeDo when you tell everyone the story of how you fell in love with your girl she be looking like httpstco09GhIk3X0A,😑,0.0
726,1124,RT DogsareLoyal1s N1K0LAK1 ChristophHeer52 realDonaldTrump I as an American would love to go 1 Day without hearing about that God Da,😑,0.0
728,1128,RT seludotcom SOMEONE MADE A COMPILATION OF EXO HUMPING ON CANES DURING ARTIFICIAL LOVE IM SHOOKED  httpstcoeGxOkIISHd,😑,0.0
729,1129,onedirection I love you guys so much Youve beenyou are and you will be the best part of all my lifeThank you for this incredible 6years,😑,0.0
730,1131,RT CatchMyCuisine 7 My first love  Macaroni amp Cheese  httpstcoVSpKLWIA3u,😑,0.0
731,1132,_kaiithleeen but my first love junho omg,😑,0.0
732,1135,MTVHottest Ariana Grande httpstcoKgsBc,😑,0.0
733,1136,RT zaynmalik I love the fact I grew up wanting a brother and now I have four love u boys man,😑,0.0
734,1137,RT RealDom__ Well I love you,😑,0.0
735,1138,Maybe this fighting will help both of them get far in the game cause theyll focus on only the game especially Z httpstcoh4z3CVU8A3,😑,0.0
736,1139,RT Joeytyp TheaSharnieza  love u httpstcoR8BKxFHYS0,😑,0.0
737,1140,I love the world but mostly just memes,😑,0.0
738,1142,i love it,😑,0.0
740,1144,You know why i love mama so much  MamaPakaiHeels httpstcowYWAERR0sx,😑,0.0
742,1146,aw thankyou i love your handwriting sm omg httpstcoYjo7xGVbGK,😑,0.0
743,1147,I know a lot of people dont like this girl but I love this picture its super cute and pretty httpstcoURdTgUwihO,😑,0.0
745,1149,RT fairywiak the type of love I want httpstco715EcdOZT8,😑,0.0
746,1150,RT SensuaIPix If you find a girl that is willing to go through hell just to keep the relationship going you really shouldnt take her lov,😑,0.0
747,1152,_chris2135 love you to mijo,😑,0.0
748,1156,A because theyre immature and still wanna have fun the,😑,0.0
749,1158,RT FactsAboutBoys Fall in love with someone who deserves your heart Not someone who plays with it,😑,0.0
750,1159,EmilyHuntHood LoganDactyl i LOVE IT,😑,0.0
751,1164,6YearsOfOneDirection httpst,😑,0.0
752,1165,If they come back or not Im still going to love them till the very end they will always be together in my heart  6YearsOfOneDirection,😑,0.0
753,1166,Sometime  This Is Love Feels Alright by Camera Obscura  httpstco6DvC3hWAr5,😑,0.0
754,1175,6YearsOfOneDirection https,😑,0.0
757,1179,mainedcm love u meng,😑,0.0
758,1180,RT SQNewsUpdates Emma would love to go back to AHS and do a few episodes ScreamQueens SDCC2016,😑,0.0
759,1181,RT clarehutcheson I sorta hope I find a guy that I fall so madly in love with that he changes my mind on not wanting kids,😑,0.0
760,1182,RT Harry_Styles Happy Birthday to you All the love,😑,0.0
761,1183,My companions make my heart strong If Im fighting for those I love I care not what happens to this body erza scarlet fairy tail,😑,0.0
763,1187,Happy10thMonths CHARDGEL,😑,0.0
764,1188,RT femalemula7 I love laughing man Lmaooo,😑,0.0
765,1189,yamigautam I love you so much my dear,😑,0.0
766,1190,can you believe sunggu and myunghan took a selfie together they knew id be seeing it I love my men,😑,0.0
767,1191,me literally  httpstcoU0pxpPUlej,😑,0.0
768,1192,Baby I am coming home  I love you httpstcowbYOakwblk,😑,0.0
769,1193,Samanthaprabhu2            i love u samantha74amp,😑,0.0
770,1195,Well done Guys good work  httpstcomyaJWuOv6I,😑,0.0
771,1196,Im so in love with my boyfriend that I find myself saying things to him i thought Id never ever ever say,😑,0.0
772,1197,I have to say that these 6 years have  been incredibleLove you guys Im so proud of what youd accomplished  onedirection  6yearsof1D,😑,0.0
773,1200,httpstcokCpKIKw4yM,😑,0.0
775,1202,DariusLavon on Periscope falling n love with Jesus  httpstcoBjbiusUtTQ,😑,0.0
776,1203,RT ItsLaQueefa I wish I loved exercise as much as I love napping 3 times a day and eating 5 times the suggested serving size,😑,0.0
777,1204,My love httpstcoyZzdmpnYrv,😑,0.0
778,1205,BIG 18 HAPPY BIRTHDAY angeleswothelos Love ya lots httpstcofpne8P5LHU,😑,0.0
780,1207,RT brooklynbaeckha Harry_Styles Hi Harry Hope youre doing well If this gets 1k rts would you take 2 seconds out of your time amp follo,😑,0.0
781,1208,Love classic rock,😑,0.0
782,1209,MChristine_21 OK Well Thats OK i still love Him my favorite wrestler  And he still so cute and  still I love  Him Soo much,😑,0.0
783,1210,The moon is shining so bright in my room tonight I love it I can gaze at it for hours,😑,0.0
784,1211,I love using the dog filter idc,😑,0.0
785,1212,HeelMisfit Aneerinyourear Love Sosa Lmao its the intro,😑,0.0
786,1216,No words can express my love or thankfulness to these boys Its been some good times A ht,😑,0.0
787,1218,monsoonvacation morpheusvalleyresorts httpstcoHRdXE5eDiY,😑,0.0
788,1224,RT chlxmoney Happy bday kev condekevin3 thanks for everything I hope you have a good ass daylove you,😑,0.0
789,1225,i just love the burning sensation when the wasabi hit my nose it feels hella great,😑,0.0
790,1226,Love on top,😑,0.0
792,1232,How you gonna act like we dont be making love,😑,0.0
794,1234,ok I think im in love w Thomas Rhett,😑,0.0
795,1235,I love kyoharu to death but moriharu is another weakness of mine,😑,0.0
796,1236,Mike Its what I love to do Its never going to be a waste of my time,😑,0.0
797,1238,I LOVE 1D AND EVERY DIRECTIONERS YOU ARE MY FAMILY AND HOME 6YearsOfOneDirection,😑,0.0
798,1239,i love my hoes chloayyt yoitscocoaaa iKelyTweets andicakeyt httpstcoW3ZIUU53UH,😑,0.0
799,1240,RT changes People only love you when its beneficial,😑,0.0
800,1241,Tew_Chaynz  Yow dood people may say u only want money but u also have people that love your video Me and my bros are super upset ples yt,😑,0.0
801,1242,Love is a live,😑,0.0
802,1243,This man should be part of The Thirty billshortenmp Why the love affair with Carr httpstcoI6P7oapfQ8,😑,0.0
804,1245,RT ellie_2294 onedirection 6 years The Best Years of Our Lives 6yearsof1D Happy anniversary boys and directioners We love you so much,😑,0.0
805,1250,UncontrollablyFond WTwoWorlds https,😑,0.0
806,1251,RT lmBren my future wife prolly at home eatin fruits layin down watching some gay dude on YouTube teach her how to do contour lol I love,😑,0.0
807,1252,N love  httpstco93sa0X4mz6,😑,0.0
808,1253,THANK YOU FOR HIS THREAD I LVOE YOU SOOOSOOOO MCUH I LVOE JONGIN ALSO I LVOE EVRYOENE THANN YPUTTT I LOVE YOU httpstcobj2Rn0ugxc,😑,0.0
810,1258,AmjadSabr,😑,0.0
811,1259,People be throwing the word love around so loosely,😑,0.0
812,1260,RT cookincamila I love them so much Please rt and tag them AllyBrooke FifthHarmony WorthItVMA httptcoNufrxWdEwB,😑,0.0
815,1265,so gorgeous I love httpstcoITnvTGFg6s,😑,0.0
816,1267,RT textures the one who seeks selfexploration and has fallen madly in love with arts and adventure httpstconX7B2Yx3RC,😑,0.0
817,1268,Dude yes  httpstcoRV9bKAwQTg,😑,0.0
818,1269,Shawtyfeels Claim her love her fuck her spoil her trust her,😑,0.0
820,1280,127111,😑,0.0
821,1281,RT MusicLyrics4u_ Only know you love her when you let her go  Passenger,😑,0.0
822,1282,I was just thinking about my homies bruh they hella real love them niggas man,😑,0.0
823,1283,RT GraysonDolan We just hit 1 Million Subscribers Love you guys so much Thanks for all the love and support More crazy videos coming,😑,0.0
824,1284,Happy Birthday babe Cristinnaaaaaa_  I miss and love you,😑,0.0
825,1285,RT mvsonr nixki_m love you too shorty mcshortshort,😑,0.0
826,1286,RT polarizdun I love nice people,😑,0.0
827,1287,Love love love it One to send to Sam Allardyce surely Guess youve seen this russellearnshaw amp nlevett  httpstcoslieDzDw6n,😑,0.0
828,1288,Sex Watch Brianna Love fucked deep in her hot ass   httpstcopUKVlzuBtQ,😑,0.0
829,1289,Anal gape play Who doesnt love it  Anal httpstcos2jPKmPKgs anal analgifs  httpstcoOe2C1msfMq httpstcoSzpsjEcBxL,😑,0.0
830,1291,Im literally so in love with Calum5SOS and he doesnt even know httpstco7e4ZNGMD1B,😑,0.0
832,1294,httpstcovv4eYxK1ID httpstcoMwmo6yZoKG,😑,0.0
833,1298,pyrocynical pyrocynical hk_asian httpstcoGAtxTz4XN5 crazy girl is in love with pyrocynical,😑,0.0
834,1299,When someone elses happiness is your happiness thats is love By quoteshub httpstcoLLrqaEuf0Z via migmeHQ,😑,0.0
835,1300,RT RlHBYN I LOVE DICK DICK IS MY LIFE,😑,0.0
836,1301,RT sxlmaahmed HabibtiMoney your personality and your sense of humor I love talking to you,😑,0.0
837,1302,RT TdotSmith32 RT PalmerXOvrdosed Love dont change people do,😑,0.0
838,1303,RT JUNM1LLYEONA1RE His love and passion came in pouring like rain Strong Unwaivering And beautiful httpstcoWfb1kd2WIh,😑,0.0
839,1304,Nazaninkavari what question do you hate to answer Btw i love everything about you,😑,0.0
840,1305,Samanthaprabhu2            i love u samantha73amp,😑,0.0
842,1313,RT cancelIations Ill always love you,😑,0.0
844,1315,I LOVE THE NEW SNAPCHAT STICKERS,😑,0.0
846,1317,kanwarchahal Fabulous style of love httpstco5ym79i16Rw,😑,0.0
847,1318,RT childmariam lauren from 5h should totally go solo id stan her for sure shes very talented and beautiful id love to buy her music,😑,0.0
848,1319,RT _MyQueenGomez Sometimes I thought like Im very happy to love you I love you and will always love you selenagomez httpstcoI,😑,0.0
849,1320,5 I love them for being them,😑,0.0
850,1321,RT cherishbaek someone made a collage of exo dancing to artificial love IM GONE FOREVER httpstco5GbBPFOh7f,😑,0.0
852,1325,BollyMention I love u admin just tumhe hi yaad kar raha tha,😑,0.0
853,1326,Fuck love Im tired of trying my heart big but it be quiet,😑,0.0
854,1327,RT LisaEdelstein This weekend cleartheshelters  thx people  amp find the future love of your life httpstco7cfmK4aDUa,😑,0.0
855,1328,Thank you for everything I love you  Louis_Tomlinson Harry_Styles Real_Liam_Payne NiallOfficial zaynmalik 1D6YearsStrong 6yearsof1D,😑,0.0
856,1330,RT NdiraJ Im truly deeply in love,😑,0.0
858,1332,RT maydianaj I love getting all dolled up,😑,0.0
859,1333,Yes I love summer until I have to wear a bikini  httpstcoiq2GjcnN7z,😑,0.0
860,1335,I love this Ohlord  httpstco0iTqR34jx3,😑,0.0
863,1344,RT ThetravelVibe in love with this httpstcog78vatkGqD,😑,0.0
864,1345,yall should know that i love tyler posey candice patton and leo messi more than anything,😑,0.0
865,1346,I dont know Tswana hymns but I love them Im always like timomomo,😑,0.0
866,1347,EpicPixelSwift MAYBE ITS YOUR LOVE FOR ROSE,😑,0.0
867,1348,LOVE IS SENSORSACTIVE,😑,0.0
868,1349,Living for CW_CrazyXGF She is so weird but its hilarious I love how her thoughts are incorporated amp those musicalwhat the heck xD,😑,0.0
869,1350,RT modestproposal1 I love that the DNC thought the best way to smear Bernie was not that hes a socialist but that hes an atheist Very,😑,0.0
870,1351,RT GFuelEnergy Nonflawless GFUEL is love GFUEL is life lt3,😑,0.0
871,1352,RT Iyricsart i hate u i love u  gnash ft olivia obrien httpstcoEFF1pKDLlZ,😑,0.0
873,1357,I think Im allergic to perfume but I love it,😑,0.0
875,1359,RT PrayInFaith Love always protects always trusts always hopes always perseveres 1Cor 137,😑,0.0
876,1360,I love you  httpstcoqj12qL9Sip,😑,0.0
878,1363,RT stayinmycorner Elvis Presley  Cant Help Falling In Love httpstcoouFhNY3KPP,😑,0.0
879,1364,RT txicabs goodnight i love my boys so much  httpstcoPqg61kWhAM,😑,0.0
880,1365,HCGSHOW I love it,😑,0.0
884,1373,WHY ARE YOU THIS SWEET TO ME I DONT DESERVE IT httpstcoMI58eKDrnH,😑,0.0
885,1374,RT davidguetta We are one world we are one love coming to you from across the planet tomorrowland NOW httpstcog7XT9ixW3M https,😑,0.0
886,1376,But I love this guy also sparcky jackrussell jackrussellterrier jackrussellsofinstagram httpstco5it4AtsHkW,😑,0.0
887,1377,RT _marleyboyy Hate working but I love dat check,😑,0.0
888,1378,Love it httpstcoiHqKt4CcIN,😑,0.0
889,1379,Happy birthday baby love you sm have a good one hang soon pls NiniGonzalez23 httpstcoQhPnkQt4o0,😑,0.0
890,1380,RT evelyzzzle I promise to love you amp obey,😑,0.0
892,1383,RT itsstasiebeer GEORGE i swear u know how to make a girl feel extra special on da bday ur my 1st bb bb ever thank u love u  https,😑,0.0
893,1384,Penelope Cruz Spreads the Love With Audrey Hepburn amp John Lennon httpstco6p5Oixe1Iu via YouTube,😑,0.0
894,1385,And I hate how much I love you girl,😑,0.0
895,1386,RT 1Dislife55555 HAPPY ANNIVERSARY BOYSIm so proud of u guysThank you for everythingWe love u very very much6YearsOfOneDirection htt,😑,0.0
896,1387,RT khfansinhkx1 Always love your smile healing  Line Live 平井 堅 httpstcoi06M7WJZpL,😑,0.0
897,1389,L for Love not Lie,😑,0.0
898,1391,emilyjensen___ hope I enjoy ur hangover  lol Jokes I love you all mine will probably be worse peace out fam,😑,0.0
901,1394,RT MISSA31O I FUCKIN LOVE OLDIES MAN FWM,😑,0.0
904,1397,RT storyshort_ I am so elated after today Its the little things I love The Walking Dead I love this fandom I FUCKING LOVE NEGAN,😑,0.0
905,1399,0909 TODAY FINALLY MY LOVE hazzasback,😑,0.0
906,1400,RT softchub Dont  call  yourself  a  1d  fan  if  you  dont  know  they  love  me  even  they  dont  know  me,😑,0.0
907,1401,RT mysabel20 I love fast responses,😑,0.0
908,1402,RT DyldoTownsend I love Jimmy tran,😑,0.0
909,1403,RT Itslovelyquote If you break someones heart and they still talk to you with the same excitement and respect Believe me they really l,😑,0.0
911,1406, laulenza followme Raciallotion,😑,0.0
912,1407,Harry_Styles Louis_Tomlinson Real_Liam_Payne NiallOfficial I love you all sm,😑,0.0
913,1408,RT damianholbrook Love my annual Auselfie with michaelausiello at SDCC  Hard Rock Hotel San Diego httpstcolwjHEo8BpX,😑,0.0
914,1416,CR4U ht,😑,0.0
916,1418,Im going to travel the world Im going to spread Gods love and happiness,😑,0.0
917,1419,RT hellarowbrina THIS THIS I LOVE JOSHAYA I LOVE LIFE httpstcoXpT5foQGe0,😑,0.0
918,1421,I catch myself thinking Im in love with someone then Im like bitch what amp then Im good again,😑,0.0
919,1423,RT mdrnbsebal i love letters like U could write me a letter of how much u hate me n id still hang it up on my wall lt3,😑,0.0
920,1426,6YearsOfOneDirection httpstco,😑,0.0
921,1427,OH MAN YOU JUST GOTTA LOVE HAVING LOUD NOISES RIGHT IN YOUR FUCKING EARS,😑,0.0
922,1428,bretwaw omg i love that song bret,😑,0.0
924,1433,renaissancegd Absolutely Have been intrigued by Chatsworthwld love to see it Got to Hampton this yrTatton sounds delightful hmm,😑,0.0
925,1434,i love nasas snapchat and julien de wit amp his atmospheres httpstcoAwp7toeSer,😑,0.0
926,1436,Love you gina_vidales so much  thanks for treating me and making my birthday so special Disneyland httpstco7dGrBFcm7R,😑,0.0
927,1438,Send My Love To Your New Lover by OfficialAdele  httpstcoM87xWe9XaD,😑,0.0
929,1440,Spinners  One Of A Kind Love Affair httpstconpHGb0CVHU nowplaying listenlive,😑,0.0
930,1441,RT MsLaurenLondon Love,😑,0.0
932,1443,RT Dory my goal someone to love me the way tyler the creator loves cole sprouse httpstcoPI92wlIggi,😑,0.0
933,1444,honevbee I love John Mulaney so much Save m,😑,0.0
934,1445,RT MightySpirit AHH THE POSTER THIS YEAR IS SO CUTE I love suits so much I cant httpstco8NE9I23Reb,😑,0.0
935,1446,RT TheSongMsgs Love hurts whether its right or wrong  Avril Lavigne,😑,0.0
936,1447,RT JosephinSkriver happy birthday to a girl who i adore look up to miss cherish admire respect and most of all love selenago h,😑,0.0
937,1448,tbh one of the best things i bought when i was in japan was my yurikuma figures honestly i love them sm and they look so cute together,😑,0.0
938,1449,Love for the World muenchen httpstcopzFdqY7eQE,😑,0.0
939,1450,gygihadid I believe that when you love someone she becomes beautiful to you I believe the eyes see everything through the heart,😑,0.0
940,1451,So close 997 followers  Just 3 more til we hit 1000 MultipleSclerosis MS pls RT to increase our reach  httpstcoNuOiowTWPz,😑,0.0
941,1452,I love you babe,😑,0.0
942,1455,RT MukhijaNidhi Gurmeetramrahim HealthIsWealthSaysMSG We love you Guruji How can we ever thank You for Your kind blessings,😑,0.0
943,1456,RT SazzyGrassi kirstin_taylor today is my 16th bday and was hoping to get a bday wish from you You inspire me to be my self and be con,😑,0.0
944,1457,RT meowitsmakayla I love this filter  httpstcoVVpKbIofTw,😑,0.0
946,1460,the impact of EXO  canes  body waves lol EXOrDIUMinSeoul httpstcoytblNK1evd,😑,0.0
947,1461,Those are the best ones   httpstcoHgNTOEwgfK,😑,0.0
948,1462,RT paigeybuccola I wish I still attended the school that I shadowed and fell in love with,😑,0.0
949,1463,RT lehzier im starting to fall in love to a person who already stop loving me,😑,0.0
950,1464,RT Kamayyyyy HAPPY BIRTHDAY LOVER IM SO THANKFUL FOR YOU AND I CANT WAIT TO PARTY TONIGHT I LOVE YOU SO MUCH  httpstcon7nKDEU6yH,😑,0.0
951,1465,RT vminvocals 39 SHINHWA  This Love 2013 httpstcoMnzoJfvmOS,😑,0.0
952,1467,TEAM MATATAG MCRIS,😑,0.0
953,1468,andeepuyat hehe love u,😑,0.0
954,1470,RT _SxllyGxrl_ Happy first anniversary to the best boyfriend in the world ArianatorBoyxx the sweetest the smartest the love of my life,😑,0.0
955,1472,LOVE Kandinsky Love Love httpstcovJySDgJD0q,😑,0.0
956,1475,httpstcoenogEpS9e2 httpstcoIN9fItrGum,😑,0.0
959,1478,I love scary movies but Blair witch project destroyed my soul,😑,0.0
962,1481,RT MdellW Honestly if you dont love Double Dare you are a monster,😑,0.0
964,1483,RT softpasteIs love letters httpstco8vCaQbXu0F,😑,0.0
965,1487,Wow,😑,0.0
967,1489,RT reinaaaaa_ love love love this tag  XingonasUnidas  httpstcoLKQF2AuGBB,😑,0.0
973,1495,Party in the guest green room I so love this Kon kitsunekon,😑,0.0
974,1496,shouldve known your love was a game now I cant get you out of my braiiiin,😑,0.0
975,1497,I love all of ya but I love me the most,😑,0.0
976,1499,Love you guys thanks for tagging along for all the adventures httpstco3QeBz,😑,0.0
978,1501,Ste_Collins WarwickCastle I love Warwick castle,😑,0.0
981,1508,LOVE httpstcoOsq2uRLy8T,😑,0.0
982,1509,RT JdrstormYT XIcebinder but Im already following you 3 jk love you,😑,0.0
984,1514,samclaflin i love you,😑,0.0
985,1515,This is why I love my ticas they are so happy and ready to learn from the champs and that is true love  httpstcoWzITN4e59w,😑,0.0
986,1516,actually for an orang padang shes not stingy i love her,😑,0.0
987,1517,NowPlaying On GeniusRadio    Keyshia Cole  Lil Wayne   Enough Of No Love   Tune In Now To ListenLive  httpstcoPQZjqioywR,😑,0.0
989,1519,Its a shame that I love music more than people lol,😑,0.0
990,1520,I love you JBlaineCaudill,😑,0.0
991,1522,Believe me they really love yo,😑,0.0
992,1523,I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE I LOVE SHINEE,😑,0.0
993,1524,Chanyeol fell in love with the drums after watching School of Rock,😑,0.0
994,1525,I LOVE THOSE BIBI OUTFITS One of the Nicos on my bag is wearing it,😑,0.0
995,1526,pleasure DOOR SLAM SEX SWING httpstco1Qfs8sIpb6 httpstcohbbMPjKVxY,😑,0.0
996,1527,RT yuhboy_jojo Happy Birthday to one of the most amazing woman ever Coach Pattillo we miss you SO much Love you amp Happy Birthday https,😑,0.0
998,1529,RT travisflores tommycoster showed me tribute to Orlando by Stefano amp StephenRezza truly moving Peace Love PrayForHumanity http,😑,0.0
999,1530,I love you so much httpstcoa3UoWU8TUD,😑,0.0
1001,1532,rtraverson its tough love,😑,0.0
1002,1533,RT Godly_Life We love because he first loved us  1 John 419,😑,0.0
1004,1537,Love the things Im doing,😑,0.0
1005,1538,MrJohnDorney Well deserved I love The Red Lady  truly frightful Looking forward  Doom Coalition 3,😑,0.0
1006,1540,And its in these days that we miss you even more zaynmalik hope that now ur happier love Thank u for what uve done for us 6yearsof1D,😑,0.0
1007,1541,Got me up all night all Im singing is love songs,😑,0.0
1008,1543,SarahMOnline do you love me,😑,0.0
1009,1551,Love  RT  Share httpstco,😑,0.0
1010,1552,Lunaa I love your videos keep them up,😑,0.0
1012,1557,RT Lesdoggg Hmm I think I love this httpstcoFGRmnrtQjR,😑,0.0
1013,1558,much love and so to jeff for coming httpstcoXteMSLpz3J,😑,0.0
1014,1562, Real_Liam_Payne Louis_Tomlinson 1D6YearsStrong httpstcoj7rXPWMaOC,😑,0.0
1015,1563,AikBaatDilKi love bird,😑,0.0
1016,1564,RT DaddyJawsh How you love that,😑,0.0
1017,1565,RT RobynHitchcock Its no good hating Trump hatred is what hes all about Spray him with love from a safe distance the way that firem,😑,0.0
1018,1566,katyperry just like everyones tweets cause we all be trying too hard to get your dumb bum to notice us galll I still love u tho mom,😑,0.0
1019,1571,RT yoteens show your girl off POST PICTURES OF HER WITH HER RETWEET HER PICS TELL YA FRIENDS ABOUT HER HOTNESS JUST SHOW HER OFF AND,😑,0.0
1020,1572,RT goodvibzzzz Some real shit  httpstcos92aQivLnN,😑,0.0
1022,1574,i see this tweet on my tl when i rly need it bless httpstcoIaxn9ef3ZH,😑,0.0
